Comunio_Name;LI_Name;LI_Link;LastName;Ambiguous
García;Aleix García;https://www.ligainsider.de/aleix-garcia_7138/;garcia;0
Gazdov;Emil Gazdov;https://www.ligainsider.de/emil-gazdov_38778/;gazdov;0
Gendrey;Valentin Gendrey;https://www.ligainsider.de/valentin-gendrey_35971/;gendrey;0
Giannoulis;Dimitrios Giannoulis;https://www.ligainsider.de/dimitrios-giannoulis_11820/;giannoulis;0
Gimber;Benedikt Gimber;https://www.ligainsider.de/benedikt-gimber_6424/;gimber;0
Ginter;Matthias Ginter;https://www.ligainsider.de/matthias-ginter_1835/;ginter;0
Gocholeishvili;Giorgi Gocholeishvili;https://www.ligainsider.de/giorgi-gocholeishvili_36382/;gocholeishvili;0
Gouweleeuw;Jeffrey Gouweleeuw;https://www.ligainsider.de/jeffrey-gouweleeuw_1851/;gouweleeuw;0
Grabara;Kamil Grabara;https://www.ligainsider.de/kamil-grabara_20652/;grabara;0
Grahl;Jens Grahl;https://www.ligainsider.de/jens-grahl_727/;grahl;0
Grimaldo;Alejandro Grimaldo;https://www.ligainsider.de/alejandro-grimaldo_12227/;grimaldo;0
Raphaël Guerreiro;Raphaël Guerreiro;https://www.ligainsider.de/raphael-guerreiro_6795/;guerreiro;0
Gulácsi;Péter Gulácsi;https://www.ligainsider.de/peter-gulacsi_6429/;gulacsi;0
Günter;Christian Günter;https://www.ligainsider.de/christian-guenter_2153/;gunter;0
Hajdari;Albian Hajdari;https://www.ligainsider.de/albian-hajdari_37227/;hajdari;0
Hein;Karl Hein;https://www.ligainsider.de/karl-hein_25603/;hein;0
Heintz;Dominique Heintz;https://www.ligainsider.de/dominique-heintz_1669/;heintz;0
Hellstern;Florian Hellstern;https://www.ligainsider.de/florian-hellstern_38676/;hellstern;0
Hendriks;Ramon Hendriks;https://www.ligainsider.de/ramon-hendriks_23957/;hendriks;0
Henrichs;Benjamin Henrichs;https://www.ligainsider.de/benjamin-henrichs_5680/;henrichs;0
Hermann;Hannes Hermann;https://www.ligainsider.de/hannes-hermann_38515/;hermann;0
Höfler;Nicolas Höfler;https://www.ligainsider.de/nicolas-hoefler_619/;hofler;0
Hranáč;Robin Hranáč;https://www.ligainsider.de/robin-hranac_37515/;hranac;0
Hübers;Timo Hübers;https://www.ligainsider.de/timo-huebers_8912/;hubers;0
Huth;Jannik Huth;https://www.ligainsider.de/jannik-huth_6540/;huth;0
Itō;Hiroki Ito;https://www.ligainsider.de/hiroki-ito_26128/;ito;0
Jaquez;Luca Jaquez;https://www.ligainsider.de/luca-jaquez_38305/;jaquez;0
Jeltsch;Finn Jeltsch;https://www.ligainsider.de/finn-jeltsch_36816/;jeltsch;0
Jenz;Moritz Jenz;https://www.ligainsider.de/moritz-jenz_35266/;jenz;0
A. Jung;Anthony Jung;https://www.ligainsider.de/anthony-jung_2245/;jung;0
Juranović;Josip Juranović;https://www.ligainsider.de/josip-juranovic_26979/;juranovic;0
Kabak;Ozan Kabak;https://www.ligainsider.de/ozan-kabak_20416/;kabak;0
Kabar;Almugera Kabar;https://www.ligainsider.de/almugera-kabar_37161/;kabar;0
Kaltefleiter;Benno Kaltefleiter;https://www.ligainsider.de/benno-kaltefleiter_38764/;kaltefleiter;0
Karazor;Atakan Karazor;https://www.ligainsider.de/atakan-karazor_10442/;karazor;0
Katterbach;Noah Katterbach;https://www.ligainsider.de/noah-katterbach_20549/;katterbach;0
Keitel;Yannik Keitel;https://www.ligainsider.de/yannik-keitel_22010/;keitel;0
Kemlein;Aljoscha Kemlein;https://www.ligainsider.de/aljoscha-kemlein_27560/;kemlein;0
Khedira;Rani Khedira;https://www.ligainsider.de/rani-khedira_2122/;khedira;0
Kiala;Cassiano Kiala;https://www.ligainsider.de/cassiano-kiala_38583/;kiala;0
Kilian;Luca Kilian;https://www.ligainsider.de/luca-kilian_20577/;kilian;0
Kim;Minjae Kim;https://www.ligainsider.de/minjae-kim_27022/;kim;0
Klanac;Leon Klanac;https://www.ligainsider.de/leon-klanac_37266/;klanac;0
Klaus;Carl Klaus;https://www.ligainsider.de/carl-klaus_1982/;klaus;0
D. Klein;Daniel Klein;https://www.ligainsider.de/daniel-klein_20418/;klein;0
Klostermann;Lukas Klostermann;https://www.ligainsider.de/lukas-klostermann_5622/;klostermann;0
Köbbing;Matthias Köbbing;https://www.ligainsider.de/matthias-koebbing_13896/;kobbing;0
Kobel;Gregor Kobel;https://www.ligainsider.de/gregor-kobel_9357/;kobel;0
Koch;Robin Koch;https://www.ligainsider.de/robin-koch_12490/;koch;0
Köhn;Derrick Köhn;https://www.ligainsider.de/derrick-koehn_14385/;kohn;0
Kohr;Dominik Kohr;https://www.ligainsider.de/dominik-kohr_1821/;kohr;0
Kolke;Markus Kolke;https://www.ligainsider.de/markus-kolke_15549/;kolke;0
Kölle;Adam Kölle;https://www.ligainsider.de/adam-koelle_38417/;kolle;0
Kosugi;Keita Kosugi;https://www.ligainsider.de/keita-kosugi_38762/;kosugi;0
Koulierakis;Konstantinos Koulierakis;https://www.ligainsider.de/konstantinos-koulierakis_35746/;koulierakis;0
Král;Alex Král;https://www.ligainsider.de/alex-kral_26657/;kral;0
Kristensen;Rasmus Kristensen;https://www.ligainsider.de/rasmus-kristensen_21692/;kristensen;0
Kübler;Lukas Kübler;https://www.ligainsider.de/lukas-kuebler_1935/;kubler;0
Labrović;Nediljko Labrović;https://www.ligainsider.de/nediljko-labrovic_37153/;labrovic;0
Laimer;Konrad Laimer;https://www.ligainsider.de/konrad-laimer_6324/;laimer;0
Diogo Leite;Diogo Leite;https://www.ligainsider.de/diogo-leite_20110/;leite;0
Leitsch;Maxim Leitsch;https://www.ligainsider.de/maxim-leitsch_10606/;leitsch;0
Lienhart;Philipp Lienhart;https://www.ligainsider.de/philipp-lienhart_13911/;lienhart;0
Lomb;Niklas Lomb;https://www.ligainsider.de/niklas-lomb_2226/;lomb;0
Lukeba;Castello Lukeba;https://www.ligainsider.de/castello-lukeba_27079/;lukeba;0
Lund;Kristoffer Lund;https://www.ligainsider.de/kristoffer-lund_25668/;lund;0
Lynen;Senne Lynen;https://www.ligainsider.de/senne-lynen_35359/;lynen;0
Machida;Koki Machida;https://www.ligainsider.de/koki-machida_35863/;machida;0
Mainka;Patrick Mainka;https://www.ligainsider.de/patrick-mainka_10618/;mainka;0
Makengo;Jordy Makengo;https://www.ligainsider.de/jordy-makengo_26088/;makengo;0
Malatini;Julián Malatini;https://www.ligainsider.de/julian-malatini_36952/;malatini;0
Mané;Filippo Mane;https://www.ligainsider.de/filippo-mane_37067/;mane;0
Markgraf;Andrik Markgraf;https://www.ligainsider.de/andrik-markgraf_38588/;markgraf;0
Matsima;Chrislain Matsima;https://www.ligainsider.de/chrislain-matsima_26695/;matsima;0
Meiser;Felix Meiser;https://www.ligainsider.de/felix-meiser_37229/;meiser;0
Mets;Karol Mets;https://www.ligainsider.de/karol-mets_7968/;mets;0
Meyer;Alexander Meyer;https://www.ligainsider.de/alexander-meyer_14604/;meyer;0
Mikelbrencis;William Mikelbrencis;https://www.ligainsider.de/william-mikelbrencis_35667/;mikelbrencis;0
Mittelstädt;Maximilian Mittelstädt;https://www.ligainsider.de/maximilian-mittelstaedt_6206/;mittelstadt;0
Castro-Montes;Alessio Castro-Montes;https://www.ligainsider.de/alessio-castro-montes_22736/;montes;0
Muheim;Miro Muheim;https://www.ligainsider.de/miro-muheim_26094/;muheim;0
F. Müller;Florian Müller;https://www.ligainsider.de/florian-mueller_7609/;muller;0
Ma. Müller;Marius Müller;https://www.ligainsider.de/marius-mueller_1944/;muller;0
Mwene;Phillipp Mwene;https://www.ligainsider.de/phillipp-mwene_2723/;mwene;0
Mæhle;Joakim Mæhle;https://www.ligainsider.de/joakim-maehle_21782/;mæhle;0
Nedeljković;Kosta Nedeljković;https://www.ligainsider.de/kosta-nedeljkovic_36747/;nedeljkovic;0
D. Nemeth;David Nemeth;https://www.ligainsider.de/david-nemeth_24642/;nemeth;0
Neuer;Manuel Neuer;https://www.ligainsider.de/manuel-neuer_114/;neuer;0
Neuhaus;Florian Neuhaus;https://www.ligainsider.de/florian-neuhaus_10416/;neuhaus;0
Nicolas;Moritz Nicolas;https://www.ligainsider.de/moritz-nicolas_6295/;nicolas;0
Niehues;Julian Niehues;https://www.ligainsider.de/julian-niehues_20324/;niehues;0
Norbye;Jonathan Norbye;https://www.ligainsider.de/jonathan-norbye_37113/;norbye;0
Nsoki;Stanley Nsoki;https://www.ligainsider.de/stanley-nsoki_18802/;nsoki;0
Nübel;Alexander Nübel;https://www.ligainsider.de/alexander-nuebel_4473/;nubel;0
Oermann;Tim Oermann;https://www.ligainsider.de/tim-oermann_26552/;oermann;0
Ogbus;Bruno Ogbus;https://www.ligainsider.de/bruno-ogbus_37207/;ogbus;0
Olschowsky;Jan Olschowsky;https://www.ligainsider.de/jan-olschowsky_20114/;olschowsky;0
Hanche-Olsen;Andreas Hanche-Olsen;https://www.ligainsider.de/andreas-hanche-olsen_25263/;olsen;0
Omari;Warmed Omari;https://www.ligainsider.de/warmed-omari_25626/;omari;0
Omlin;Jonas Omlin;https://www.ligainsider.de/jonas-omlin_20712/;omlin;0
Oppie;Louis Oppie;https://www.ligainsider.de/louis-oppie_36107/;oppie;0
W. Orbán;Willi Orbán;https://www.ligainsider.de/willi-orban_1667/;orban;0
Ostrzinski;Silas Ostrzinski;https://www.ligainsider.de/silas-ostrzinski_27269/;ostrzinski;0
Özkacar;Cenk Özkacar;https://www.ligainsider.de/cenk-oezkacar_24623/;ozkacar;0
Paçarada;Leart Paçarada;https://www.ligainsider.de/leart-pacarada_5902/;pacarada;0
Pedersen;Mads Pedersen;https://www.ligainsider.de/mads-pedersen_15841/;pedersen;0
Pervan;Pavao Pervan;https://www.ligainsider.de/pavao-pervan_19278/;pervan;0
Petersson;Lúkas Petersson;https://www.ligainsider.de/lukas-petersson_37114/;petersson;0
L. Philipp;Luca Philipp;https://www.ligainsider.de/luca-philipp_24129/;philipp;0
Pieper;Amos Pieper;https://www.ligainsider.de/amos-pieper_7061/;pieper;0
Posch;Stefan Posch;https://www.ligainsider.de/stefan-posch_12798/;posch;0
Potulski;Kacper Potulski;https://www.ligainsider.de/kacper-potulski_38608/;potulski;0
Prömel;Grischa Prömel;https://www.ligainsider.de/grischa-proemel_5816/;promel;0
Simpson-Pusey;Jahmai Simpson-Pusey;https://www.ligainsider.de/jahmai-simpson-pusey_38128/;pusey;0
Quansah;Jarell Quansah;https://www.ligainsider.de/jarell-quansah_36489/;quansah;0
Querfeld;Leopold Querfeld;https://www.ligainsider.de/leopold-querfeld_27234/;querfeld;0
Raab;Matheo Raab;https://www.ligainsider.de/matheo-raab_11224/;raab;0
Ramaj;Diant Ramaj;https://www.ligainsider.de/diant-ramaj_20836/;ramaj;0
Raum;David Raum;https://www.ligainsider.de/david-raum_12557/;raum;0
Reggiani;Luca Reggiani;https://www.ligainsider.de/luca-reggiani_38816/;reggiani;0
Rieß;Lasse Rieß;https://www.ligainsider.de/lasse-riess_26021/;riess;0
Ritzka;Lars Ritzka;https://www.ligainsider.de/lars-ritzka_6823/;ritzka;0
Robatsch;Jannik Robatsch;https://www.ligainsider.de/jannik-robatsch_38270/;robatsch;0
Rogério;Rogério;https://www.ligainsider.de/rogerio_20460/;rogerio;0
Rönnow;Frederik Rønnow;https://www.ligainsider.de/frederik-roennow_7943/;ronnow;0
Rosenfelder;Max Rosenfelder;https://www.ligainsider.de/max-rosenfelder_26203/;rosenfelder;0
Rothe;Tom Rothe;https://www.ligainsider.de/tom-rothe_26243/;rothe;0
Ryerson;Julian Ryerson;https://www.ligainsider.de/julian-ryerson_18478/;ryerson;0
Saliakas;Manolis Saliakas;https://www.ligainsider.de/manolis-saliakas_16223/;saliakas;0
Sander;Philipp Sander;https://www.ligainsider.de/philipp-sander_18612/;sander;0
Kauã Santos;Kauã Santos;https://www.ligainsider.de/kaua-santos_36306/;santos;0
Scally;Joe Scally;https://www.ligainsider.de/joe-scally_23700/;scally;0
K. Schlotterbeck;Keven Schlotterbeck;https://www.ligainsider.de/keven-schlotterbeck_19286/;schlotterbeck;0
N. Schlotterbeck;Nico Schlotterbeck;https://www.ligainsider.de/nico-schlotterbeck_20052/;schlotterbeck;0
Schmetgens;Mick Schmetgens;https://www.ligainsider.de/mick-schmetgens_37129/;schmetgens;0
I. Schmidt;Isaac Schmidt;https://www.ligainsider.de/isaac-schmidt_38655/;schmidt;0
Schmied;Joël Schmied;https://www.ligainsider.de/joel-schmied_38328/;schmied;0
Schwäbe;Marvin Schwäbe;https://www.ligainsider.de/marvin-schwaebe_2626/;schwabe;0
Sebulonsen;Sebastian Sebulonsen;https://www.ligainsider.de/sebastian-sebulonsen_38632/;sebulonsen;0
Seelt;Jenson Seelt;https://www.ligainsider.de/jenson-seelt_27288/;seelt;0
Seiwald;Nicolas Seiwald;https://www.ligainsider.de/nicolas-seiwald_24619/;seiwald;0
Siersleben;Tim Siersleben;https://www.ligainsider.de/tim-siersleben_20684/;siersleben;0
Siljević;Amil Šiljević;https://www.ligainsider.de/amil-siljevic_38182/;siljevic;0
Sippel;Tobias Sippel;https://www.ligainsider.de/tobias-sippel_495/;sippel;0
Skhiri;Ellyes Skhiri;https://www.ligainsider.de/ellyes-skhiri_20776/;skhiri;0
Smarkalev;Stefan Smarkalev;https://www.ligainsider.de/stefan-smarkalev_37181/;smarkalev;0
Smith;Eric Smith;https://www.ligainsider.de/eric-smith_23968/;smith;0
Sorg;Oliver Sorg;https://www.ligainsider.de/oliver-sorg_37873/;sorg;0
Spari;Simon Spari;https://www.ligainsider.de/simon-spari_38575/;spari;0
Stanišić;Josip Stanišić;https://www.ligainsider.de/josip-stanisic_20102/;stanisic;0
Stark;Niklas Stark;https://www.ligainsider.de/niklas-stark_2441/;stark;0
Stenzel;Pascal Stenzel;https://www.ligainsider.de/pascal-stenzel_6002/;stenzel;0
Stergiou;Leonidas Stergiou;https://www.ligainsider.de/leonidas-stergiou_36303/;stergiou;0
Stevens;Fin Stevens;https://www.ligainsider.de/fin-stevens_37255/;stevens;0
Sugawara;Yukinari Sugawara;https://www.ligainsider.de/yukinari-sugawara_22234/;sugawara;0
Süle;Niklas Süle;https://www.ligainsider.de/niklas-suele_2584/;sule;0
Svensson;Daniel Svensson;https://www.ligainsider.de/daniel-svensson_38304/;svensson;0
Swider;Niklas Swider;https://www.ligainsider.de/niklas-swider_37246/;swider;0
Tah;Jonathan Tah;https://www.ligainsider.de/jonathan-tah_2385/;tah;0
Takai;Kota Takai;https://www.ligainsider.de/kota-takai_38776/;takai;0
Tangvik;Sander Tangvik;https://www.ligainsider.de/sander-tangvik_24494/;tangvik;0
Tape;Axel Tape;https://www.ligainsider.de/axel-tape_38260/;tape;0
Tapsoba;Edmond Tapsoba;https://www.ligainsider.de/edmond-tapsoba_19022/;tapsoba;0
Theate;Arthur Theate;https://www.ligainsider.de/arthur-theate_26137/;theate;0
Torunarigha;Jordan Torunarigha;https://www.ligainsider.de/jordan-torunarigha_6513/;torunarigha;0
I. Traoré;Issa Traoré;https://www.ligainsider.de/issa-traore_38654/;traore;0
O. Traoré;Omar Traoré;https://www.ligainsider.de/omar-traore_35989/;traore;0
Treu;Philipp Treu;https://www.ligainsider.de/philipp-treu_20344/;treu;0
Trimmel;Christopher Trimmel;https://www.ligainsider.de/christopher-trimmel_5713/;trimmel;0
Tschernuth;Paul Tschernuth;https://www.ligainsider.de/paul-tschernuth_27492/;tschernuth;0
Ullrich;Lukas Ullrich;https://www.ligainsider.de/lukas-ullrich_27518/;ullrich;0
Ulreich;Sven Ulreich;https://www.ligainsider.de/sven-ulreich_205/;ulreich;0
Upamecano;Dayot Upamecano;https://www.ligainsider.de/dayot-upamecano_11541/;upamecano;0
Urbig;Jonas Urbig;https://www.ligainsider.de/jonas-urbig_26101/;urbig;0
Vagnoman;Josha Vagnoman;https://www.ligainsider.de/josha-vagnoman_18427/;vagnoman;0
Vandevoordt;Maarten Vandevoordt;https://www.ligainsider.de/maarten-vandevoordt_21774/;vandevoordt;0
Vasilj;Nikola Vasilj;https://www.ligainsider.de/nikola-vasilj_13866/;vasilj;0
Vavro;Denis Vavro;https://www.ligainsider.de/denis-vavro_16744/;vavro;0
Voll;Ben Voll;https://www.ligainsider.de/ben-voll_20984/;voll;0
L. Vušković;Luka Vušković;https://www.ligainsider.de/luka-vuskovic_35901/;vuskovic;0
Wahl;Hauke Wahl;https://www.ligainsider.de/hauke-wahl_6372/;wahl;0
Widmer;Silvan Widmer;https://www.ligainsider.de/silvan-widmer_1938/;widmer;0
Wöber;Maximilian Wöber;https://www.ligainsider.de/maximilian-woeber_11916/;wober;0
M. Wolf;Marius Wolf;https://www.ligainsider.de/marius-wolf_5670/;wolf;0
Zagadou;Dan-Axel Zagadou;https://www.ligainsider.de/dan-axel-zagadou_12683/;zagadou;0
Zehnter;Aaron Zehnter;https://www.ligainsider.de/aaron-zehnter_26201/;zehnter;0
Zentner;Robin Zentner;https://www.ligainsider.de/robin-zentner_3298/;zentner;0
Zesiger;Cédric Zesiger;https://www.ligainsider.de/cedric-zesiger_23382/;zesiger;0
Zetterer;Michael Zetterer;https://www.ligainsider.de/michael-zetterer_6257/;zetterer;0
Zieler;Ron-Robert Zieler;https://www.ligainsider.de/ron-robert-zieler_613/;zieler;0
Zieliński;Jakub Zielinski;https://www.ligainsider.de/jakub-zielinski_38580/;zielinski;0
Zingerle;Leopold Zingerle;https://www.ligainsider.de/leopold-zingerle_2452/;zingerle;0
